,dr2_source_id,dr3_source_id,Cluster,SimbadName_cluster,e_plx_cluster,plx_cluster,skymapper_id,sdss_id,twomass_id,allwise_id,panstarrs1,ra2000,dec2000,gmag,bpmag,rpmag,parallax,parallax_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_n_obs,gmag_edr3,bpmag_edr3,rpmag_edr3,r_lo_geo,r_med_geo,r_hi_geo,r_lo_photogeo,r_med_photogeo,r_hi_photogeo,objid_NUV,NUVmag,e_NUVmag,Nafl,objid_FUV,FUVmag,e_FUVmag,Fafl,psfMag_uSDSS,psfMagErr_uSDSS,psfMag_gSDSS,psfMagErr_gSDSS,psfMag_rSDSS,psfMagErr_rSDSS,psfMag_iSDSS,psfMagErr_iSDSS,psfMag_zSDSS,psfMagErr_zSDSS,u_flags,u_nimaflags,u_ngood,e_u_psf,u_psf,v_flags,v_nimaflags,v_ngood,e_v_psf,v_psf,g_flags,g_nimaflags,g_ngood,g_psf,e_g_psf,r_flags,r_nimaflags,r_ngood,r_psf,e_r_psf,i_flags,i_nimaflags,i_ngood,i_psf,e_i_psf,z_flags,z_nimaflags,z_ngood,z_psf,e_z_psf,object_01,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,ph_qual_1,rd_flg,bl_flg,cc_flg,use_src,designation,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,w4mpro,w4sigmpro,cc_flags,ext_flg,ph_qual_2,moon_lev,asassn_name,Mean Vmag_ASASSN,amplitude_ASASSN,period_ASASSN,Type_ASASSN,class_probability_ASASSN,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
557,662625978176332160,662625978176332160,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107964256461,08315427+1845361,J083154.24+184536.1,130511279760312546,127.97612153750909,18.76006974136664,17.649048,19.258795,16.349989,5.244676955179784,0.11713807,1.059528,1694.3775869525468,1.7575846,373,17.614841,19.37466,16.36448,185.46292,189.6741,193.0185,184.61331,188.99036,193.1104,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.37211,0.1533221,19.9519,0.01731007,18.4365,0.01841317,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08315427+1845361,14.546,0.032,13.847,0.039,13.761,0.044,AAA,222,111,000,1,J083154.24+184536.1,13.5,0.026,13.33,0.034,12.403,,8.513,,0000,0,AAUU,5633.0,,,,,,,19.710899353027344,0.0114399995654821,18.46699905395508,0.0059819999150931,16.900800704956055,0.0031159999780356,16.165199279785156,0.0019809999503195,15.802300453186035,0.0094229998067021
561,686066363488497408,686066363488497408,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667143400882415,08511686+2214066,J085116.82+221406.5,134681328201322729,132.82026109773034,22.23519431836521,17.66336,19.412764,16.365053,5.416924461481123,0.12888995,0.9754205,1674.236879318727,1.9777348,374,17.627825,19.380844,16.369843,177.90065,181.93129,187.60492,178.062,182.26546,187.3908,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,20.72302,0.06342506,19.79045,0.02159661,18.46155,0.02248321,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08511686+2214066,14.485,0.029,13.832,0.024,13.53,0.034,AAA,222,111,000,1,J085116.82+221406.5,13.489,0.025,13.279,0.031,11.716,,8.511,,0000,0,AAUU,1111.0,,,,,,,19.78230094909668,0.0200420003384351,18.525999069213867,0.009006000123918,16.897199630737305,0.0067159999161958,16.16230010986328,0.0038739999290555,15.798399925231934,0.007503000088036
566,660302744465435904,660302744465435904,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211581587757,08465370+1902569,J084653.67+190256.7,130851317236659480,131.7237726026562,19.049123407971457,17.681456,19.392937,16.375782,5.51456615026971,0.10767044,0.97919244,1647.891865822566,1.7996547,461,17.645044,19.491272,16.372795,176.95831,180.32138,184.40613,175.41432,179.22588,182.49252,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.03988,0.1423948,20.01915,0.01901238,18.57999,0.01193064,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08465370+1902569,14.553,0.035,13.854,0.036,13.616,0.038,AAA,222,111,000,1,J084653.67+190256.7,13.449,0.025,13.308,0.032,11.951,0.39,8.224,0.322,0000,0,AACB,3333.0,,,,,,,19.805400848388672,0.0178960002958774,18.58209991455078,0.010428000241518,16.94099998474121,0.0039450000040233,16.179899215698242,0.0034630000591278,15.79990005493164,0.0041979998350143
567,660197019550544256,660197019550544256,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253994062117,08453688+1843251,J084536.85+184324.9,130461314035808875,131.40365329351727,18.72362693311716,17.683899,19.42788,16.373219,5.422983366384862,0.13153403,0.9743912,1642.6725442661516,1.5311294,431,17.648489,19.400913,16.369768,178.41602,182.7481,187.49948,179.46559,183.87044,188.12375,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.29352,0.1882729,20.03017,0.02094222,18.55725,0.0214072,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08453688+1843251,14.544,0.035,13.978,0.044,13.682,0.042,AAA,222,111,000,1,J084536.85+184324.9,13.502,0.026,13.302,0.031,12.215,,8.628,,0000,0,AAUU,1122.0,,,,,,,19.787500381469727,0.0123969996348023,18.53070068359375,0.0061579998582601,16.918100357055664,0.0067250002175569,16.174400329589844,0.0033839999232441,15.819700241088867,0.005470999982208
572,660965097142415872,660965097142415872,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211581325596,08442721+1852207,J084427.19+185220.6,130641311133167432,131.11338979598406,18.87242442162552,17.712389,19.484562,16.41036,5.432492011148356,0.11916272,0.95664406,1604.037009796199,1.4085109,473,17.674332,19.444376,16.394993,179.28433,182.86961,185.99329,178.76361,182.90094,187.37184,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.02704,0.1364733,20.09983,0.02069967,18.60952,0.01520282,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08442721+1852207,14.578,0.039,13.911,0.04,13.64,0.045,AAA,222,111,000,1,J084427.19+185220.6,13.511,0.025,13.328,0.032,11.949,,8.375,,0000,0,AAUU,1122.0,,,,,,,19.846900939941406,0.0135159995406866,18.59449958801269,0.0096829999238252,16.9591007232666,0.0041140001267194,16.215099334716797,0.0029209998901933,15.833200454711914,0.0063660000450909
577,660992344414836992,660992344414836992,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254530539535,08405326+1844540,J084053.22+184453.8,130491302218148482,130.22191724924386,18.74831173635468,17.777925,19.470915,16.458096,5.413138458401071,0.15193546,1.0314128,1506.6641988228064,2.441609,295,17.742325,19.585491,16.455784,178.52405,183.50845,188.59093,179.54446,184.99077,189.74236,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.37273,0.2300062,20.18792,0.02147104,18.70365,0.01280008,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08405326+1844540,14.587,0.03,13.974,0.041,13.674,0.043,AAA,222,111,000,1,J084053.22+184453.8,13.562,0.032,13.341,0.038,11.837,,8.809,,0000,0,AAUU,4644.0,,,,,,,19.872800827026367,0.0074459998868405,18.63400077819824,0.0080660004168748,17.0177001953125,0.0048420000821352,16.25320053100586,0.0061920001171529,15.87950038909912,0.0098160002380609
579,660983891919259776,660983891919259776,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211581128883,08421029+1846003,J084210.25+184600.2,130521305427600615,130.54286533975107,18.766752136511336,17.804335,19.510092,16.50296,5.747225477059867,0.12630488,1.0181469,1476.4890232175924,1.581271,525,17.764292,19.573622,16.497028,170.2125,173.35664,177.23962,170.37425,174.00526,177.53552,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.34136,0.1692048,20.16846,0.0188665,18.63998,0.01642767,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08421029+1846003,14.636,0.032,14.026,0.039,13.746,0.046,AAA,222,111,000,1,J084210.25+184600.2,13.568,0.025,13.401,0.036,11.947,,8.614,,0000,0,AAUU,4644.0,,,,,,,19.900400161743164,0.0194690003991127,18.64459991455078,0.0056019998155534,17.033199310302734,0.0042309998534619,16.28569984436035,0.0034399998839944,15.91759967803955,0.0037809999193996
585,666026419751609344,666026419751609344,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237664835390472546,08383349+2240350,J083833.45+224034.8,135211296394072149,129.63951936448893,22.67637504032101,17.843948,19.522532,16.546032,5.690573304879689,0.11957847,1.00303,1431.8606448227806,1.3234671,496,17.797615,19.526304,16.537897,170.43102,174.65462,179.06345,171.54572,174.69594,178.00919,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.34683,0.2001468,20.18625,0.02388431,18.70184,0.01685204,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08383349+2240350,14.738,0.036,14.146,0.037,13.917,0.055,AAA,222,111,000,1,J083833.45+224034.8,13.675,0.025,13.532,0.04,12.453,,8.586,0.412,0000,0,AAUC,5644.0,,,,,,,19.906400680541992,0.0098789995536208,18.6737003326416,0.0064739999361336,17.082300186157227,0.0036410000175237,16.3435001373291,0.0049430001527071,15.958800315856934,0.0056230002082884
587,659524805629742592,659524805629742592,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667254529819014,08345385+1801055,J083453.83+180105.3,129621287242962334,128.724400905831,18.01817339351845,17.857454,19.626997,16.530779,5.505140587991296,0.13836469,1.0790497,1401.0644049476762,1.6701803,336,17.821222,19.695194,16.549625,176.93648,181.24731,185.37099,176.1185,180.78946,184.54985,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.14821,0.1954006,20.22919,0.0199529,18.75434,0.01539058,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08345385+1801055,14.666,0.028,14.059,0.039,13.759,0.045,AAA,222,111,000,1,J083453.83+180105.3,13.586,0.027,13.431,0.045,11.696,,8.429,,0000,0,AAUU,5633.0,,,,,,,20.003700256347656,0.0204290002584457,18.75359916687012,0.0061479997821152,17.095699310302734,0.0100600002333521,16.32979965209961,0.00458599999547,15.935199737548828,0.00626299995929
588,659689109602230272,659689109602230272,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667212117738008,08393071+1856533,J083930.68+185653.2,130731298778598279,129.87796317284594,18.94815342564813,17.858948,19.49458,16.541542,5.151487351903919,0.14597827,1.0021971,1398.7253034362982,1.9163681,317,17.823036,19.497833,16.541006,188.22446,193.62817,199.11792,188.96283,194.58907,200.2099,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.09982,0.1325754,20.20512,0.02276905,18.73475,0.01313361,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08393071+1856533,14.703,0.033,14.116,0.032,13.841,0.047,AAA,222,111,000,1,J083930.68+185653.2,13.665,0.027,13.498,0.038,11.621,,8.15,,0000,0,AAUU,5744.0,,,,,,,19.962499618530277,0.0163160003721714,18.740800857543945,0.0053090001456439,17.080299377441406,0.0037360000424087,16.337799072265625,0.0042639998719096,15.970199584960938,0.0079849995672702
590,659689865516277632,659689865516277632,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667212117606776,08380809+1844300,J083808.05+184429.8,130491295336170474,129.53371216965124,18.741642490497465,17.917341,19.643354,16.608253,5.515278519872773,0.18830463,1.1283774,1336.7892695864248,2.0628564,295,17.87221,19.759407,16.600128,174.64587,181.11624,187.63298,176.69954,182.55986,189.2424,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.51926,0.1842046,20.24955,0.0213227,18.77132,0.01469876,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08380809+1844300,14.726,0.038,14.166,0.041,13.809,0.037,AAA,222,111,000,1,J083808.05+184429.8,13.693,0.027,13.567,0.049,11.668,,7.906,,0000,0,AAUU,4644.0,,,,,,,20.0039005279541,0.0170029997825622,18.762800216674805,0.0073520001024007,17.132400512695312,0.0054469997994601,16.391700744628906,0.0035419999621808,16.0314998626709,0.0050039999186992
594,661866451862557312,661866451862557312,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667108502896971,08462006+2100321,J084620.02+210031.9,133211315834971183,131.58357286886567,21.008931851934925,17.97559,19.678904,16.630362,5.496921756564901,0.15301876,0.96646005,1262.9550515307265,1.4674025,428,17.933897,19.811373,16.638783,174.56294,180.18968,186.00316,176.60991,181.10323,187.12265,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.21336,0.1575533,20.34735,0.01987263,18.81614,0.02211449,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08462006+2100321,14.733,0.038,14.027,0.052,13.85,0.049,AAA,222,111,000,1,J084620.02+210031.9,13.656,0.026,13.485,0.036,11.081,,7.782,,0000,0,AAUU,1122.0,,,,,,,20.160999298095703,0.0143189998343586,18.91990089416504,0.0082520004361867,17.22319984436035,0.0057700001634657,16.41659927368164,0.0053070001304149,16.023300170898438,0.0062770000658929
604,660933310088402688,660933310088402688,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211581194536,08431205+1841451,J084312.01+184145.0,130431308000885534,130.80016170847773,18.695859448989307,18.050009,19.782677,16.736221,5.499811565413627,0.12014846,1.0324616,1176.2789707769698,1.1299198,625,18.011091,19.81371,16.731256,176.74637,181.19368,185.72768,176.94637,181.40245,185.54247,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.40034,0.1733206,20.4861,0.02401671,18.94892,0.01460114,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08431205+1841451,14.877,0.042,14.275,0.043,14.034,0.06,AAA,222,111,000,1,J084312.01+184145.0,13.84,0.027,13.589,0.036,11.501,,7.915,,0000,0,AAUU,4644.0,,,,,,,20.222900390625,0.0300900004804134,18.947900772094727,0.0097639998421072,17.28890037536621,0.0041290000081062,16.54170036315918,0.0055660000070929,16.16710090637207,0.0063579999841749
605,662634430672023680,662634430672023680,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667212654018835,08332821+1843363,J083328.18+184336.2,130471283674442598,128.367539299666,18.72676792116122,18.050814,19.71467,16.734966,5.734216655688702,0.14708276,1.0417017,1173.9821970597618,1.5855328,331,18.013212,19.79881,16.727575,170.03853,174.17195,179.39764,169.02966,172.83655,176.75507,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.08949,0.1610637,20.35761,0.02191493,18.89807,0.01895029,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08332821+1843363,14.83,0.037,14.215,0.043,14.018,0.043,AAA,222,111,000,1,J083328.18+184336.2,13.818,0.026,13.714,0.042,11.903,,8.067,,0000,0,AAUU,5633.0,,,,,,,20.153499603271484,0.0133910002186894,18.90570068359375,0.0061169997788965,17.266300201416016,0.0049499999731779,16.53219985961914,0.0031540000345557,16.15169906616211,0.0087000001221895
609,659522430511553792,659522430511553792,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211580277102,08344851+1755588,J083448.49+175558.7,129521287020670077,128.7021616649095,17.93297472335034,18.079832,19.824057,16.74162,5.755165298295575,0.16489208,0.9701743,1139.4593877142206,1.7136827,326,18.04562,20.020206,16.751945,169.14479,173.43118,177.61008,168.19286,172.86838,178.05344,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.97499,0.1324506,20.45024,0.02112637,18.96592,0.01473081,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08344851+1755588,14.756,0.04,14.162,0.039,13.917,0.054,AAA,222,111,000,1,J083448.49+175558.7,13.781,0.028,13.594,0.048,11.565,,7.915,,0000,0,AAUU,5633.0,,,,,,,20.243900299072266,0.0158450007438659,19.010400772094727,0.0071220002137124,17.316699981689453,0.0068210000172257,16.521699905395508,0.0038799999747425,16.122900009155273,0.0087879998609423
610,662645284052268416,662645284052268416,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667107964322292,08323524+1844096,J083235.21+184409.5,130481281467763711,128.14685443629523,18.736018294895217,18.08103,19.763685,16.744305,5.432527971974162,0.17053276,1.0337542,1144.016053403424,2.0026777,272,18.041286,19.912554,16.750668,178.20657,185.03465,190.59877,176.93735,181.84547,187.21402,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.30087,0.1438122,20.44237,0.02054512,19.02254,0.0177997,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08323524+1844096,14.815,0.035,14.233,0.044,13.946,0.046,AAA,222,111,000,1,J083235.21+184409.5,13.779,0.025,13.563,0.037,11.807,,8.87,,0000,0,AAUU,5633.0,,,,,,,20.271499633789062,0.0200130008161067,19.00279998779297,0.0070210001431405,17.311100006103516,0.004050999879837,16.53350067138672,0.0022130000870674,16.135499954223633,0.0088259996846318
615,661060479775918592,661060479775918592,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667211581587808,08462741+1912325,J084627.38+191232.5,131051316141251384,131.61422433194224,19.20906809105921,18.129211,19.856976,16.770569,5.324606730859026,0.13753003,1.0210394,1095.771059033147,1.4790639,442,18.088068,19.943123,16.789042,183.2649,187.25092,191.46405,182.32794,187.40887,192.76157,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,22.27683,0.1702515,20.63769,0.02446786,19.11427,0.0133916,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08462741+1912325,14.87,0.038,14.22,0.047,13.916,0.049,AAA,222,111,000,1,J084627.38+191232.5,13.78,0.026,13.607,0.036,11.524,,8.211,,0000,0,AAUU,3333.0,,,,,,,20.338600158691406,0.0136940004304051,19.0939998626709,0.0064730001613497,17.359699249267578,0.0044269999489188,16.551000595092773,0.0055610002018511,16.154800415039062,0.0112969996407628
686,665141141087298688,665141141087298688,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237665097921200360,08405404+2145241,J084054.00+214524.0,-9223372036854775808,130.22518780276857,21.756695071440863,18.48877,19.8139,17.062172,5.52174865721604,0.20107454,0.9864883,739.1884472329424,1.4380563,343,18.515478,19.875578,17.058323,175.26466,181.7414,188.1263,179.46484,184.18031,191.11572,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.86746,0.1594391,20.45739,0.03209643,19.31722,0.0219342,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08405404+2145241,15.213,0.044,14.648,0.065,14.242,0.064,AAA,222,111,000,1,J084054.00+214524.0,14.12,0.029,14.04,0.079,11.325,,8.252,,0000,0,AAUU,4644.0,,,,,,,,,,,,,,,,
732,660625171954182528,660625171954182528,Praesepe,Praesepe             ,0.003,5.371,-9223372036854775808,1237667253457846640,08514388+1859346,J085143.84+185934.5,130791329326932063,132.93280245953508,18.992961983283607,18.870754,21.00024,17.388466,5.818578027768542,0.23628907,1.030155,535.79746676274,1.07535,425,18.864864,20.915459,17.422716,162.31233,171.49539,178.781,165.7785,171.2291,176.45535,-9223372036854775808,,,-32768,-9223372036854775808,,,-32768,21.21257,0.08935047,21.67678,0.0555743,20.22038,0.02478478,,,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,-32768,-2147483648,-32768,,,08514388+1859346,15.256,0.045,14.631,0.054,14.336,0.062,AAA,222,111,000,1,J085143.84+185934.5,14.112,0.029,13.972,0.041,11.947,,8.35,,0000,0,AAUU,1111.0,,,,,,,21.603900909423828,0.0452100001275539,20.151599884033203,0.0235469993203878,18.120399475097656,0.0053639998659491,17.148500442504883,0.0054720002226531,16.63479995727539,0.0107349995523691
